iter	Logloss
270	0.374185066
271	0.373675237
272	0.3731715837
273	0.3721022667
274	0.3717656928
275	0.3715182095
276	0.3712459487
277	0.3710675611
278	0.3705392895
279	0.3702257816
280	0.3697768557
281	0.3691696652
282	0.3686477362
283	0.3682570856
284	0.3680706338
285	0.3675721616
286	0.3670390058
287	0.3669294296
288	0.366677119
289	0.3659995576
290	0.3654610105
291	0.3652742632
292	0.3651084888
293	0.364964511
294	0.3647113065
295	0.3642801162
296	0.3638947101
297	0.3632313204
298	0.3631155938
299	0.3626721364
300	0.36262254
301	0.3624675397
302	0.3622499011
303	0.3620733476
304	0.3617947685
305	0.3613124117
306	0.3608522369
307	0.3604914026
308	0.3602561895
309	0.360064125
310	0.3596109832
311	0.3591895001
312	0.3585623411
313	0.357981772
314	0.3579696913
315	0.3575540868
316	0.3574693926
317	0.3571867414
318	0.3566385019
319	0.3561626381
320	0.3557573752
321	0.3554047505
322	0.355134261
323	0.3547495183
324	0.3543531869
325	0.3541680485
326	0.3537904529
327	0.3534099191
328	0.3531629182
329	0.3527847463
330	0.3522964103
331	0.3516890711
332	0.3514998093
333	0.3512623126
334	0.3508496014
335	0.3505839291
336	0.3501334451
337	0.349831961
338	0.3492363453
339	0.3489642887
340	0.3486393262
341	0.3484354882
342	0.348157937
343	0.3479709788
344	0.347603486
345	0.3470495686
346	0.3468773286
347	0.3460400382
348	0.3457212332
349	0.34551459
350	0.3452543868
351	0.3449040943
352	0.3444982732
353	0.3441106129
354	0.3437643952
355	0.3434442859
356	0.3433275973
357	0.343027293
358	0.3428800823
359	0.34268359
360	0.3422087557
361	0.3420001599
362	0.3419526868
363	0.3415414026
364	0.3409662079
365	0.3407102985
366	0.3403779969
367	0.3403634605
368	0.3400111884
369	0.3397290476
370	0.3390926625
371	0.3386660907
372	0.3383367346
373	0.3382421224
374	0.3380649095
375	0.337567901
376	0.3371388457
377	0.3368215755
378	0.3362311254
379	0.3356884625
380	0.3353520018
381	0.3349321242
382	0.3347936279
383	0.3343826527
384	0.3340122132
385	0.3335505175
386	0.3334163653
387	0.3331247963
388	0.3330216613
389	0.3327007199
390	0.332610702
391	0.3323136005
392	0.3317735394
393	0.3313809395
394	0.3310158848
395	0.3307144122
396	0.3304259193
397	0.3301364065
398	0.3300144623
399	0.3297576478
400	0.3296385566
401	0.3294069043
402	0.3292274715
403	0.3290775346
404	0.328600759
405	0.3282432718
406	0.3276609845
407	0.327463845
408	0.327091124
409	0.3266951457
410	0.3265340575
411	0.3262814673
412	0.3258538137
413	0.3254393594
414	0.3250867246
415	0.3247024863
416	0.3245656008
417	0.3244834112
418	0.3243634686
419	0.3241591143
420	0.3238942462
421	0.3235321712
422	0.3228084364
423	0.3225130668
424	0.322036666
425	0.3218784784
426	0.3217940486
427	0.3217192578
428	0.3214567418
429	0.3214051551
430	0.3211464012
431	0.3208320074
432	0.3204505254
433	0.3204042184
434	0.3201014369
435	0.3198850355
436	0.3195140314
437	0.3189548657
438	0.3188804351
439	0.3187321731
440	0.3183984639
441	0.3182586258
442	0.3179337384
443	0.3177968722
444	0.3177293539
445	0.3175776396
446	0.317446712
447	0.3174311389
448	0.3171042168
449	0.3169648788
450	0.3169454697
451	0.31661079
452	0.316425284
453	0.3163891984
454	0.3161520823
455	0.3159544466
456	0.3157125957
457	0.3153547433
458	0.3149001696
459	0.3146979506
460	0.3144153313
461	0.314242845
462	0.3139153064
463	0.3137833537
464	0.3135670072
465	0.3132648021
466	0.3130364368
467	0.3127839341
468	0.3127320775
469	0.3123952753
470	0.3122762284
471	0.31223208
472	0.3121896397
473	0.3119526126
474	0.311799749
475	0.3114699218
476	0.3111134709
477	0.3109836334
478	0.3107282952
479	0.3106562655
480	0.3101989658
481	0.3098058424
482	0.3091544574
483	0.3087517254
484	0.3082674174
485	0.3081723971
486	0.307630377
487	0.3073814631
488	0.3071315617
489	0.3066590271
490	0.3063219465
491	0.3061292847
492	0.3059093636
493	0.3056790686
494	0.3053351884
495	0.3050313022
496	0.3048315747
497	0.3045041031
498	0.3044559787
499	0.3041346557
500	0.3040917644
501	0.3040061729
502	0.3036500245
503	0.3032679872
504	0.3031907832
505	0.3029057148
506	0.3026753857
507	0.3022534594
508	0.3022304807
509	0.3018444003
510	0.3017440109
511	0.3014222699
512	0.30124982
513	0.3008848819
514	0.3005041101
515	0.3002627848
516	0.2999199111
517	0.2995772054
518	0.2993744326
519	0.2993361585
520	0.2992127157
521	0.299010583
522	0.2989244782
523	0.2985288851
524	0.2982334958
525	0.2981565715
526	0.2979433637
527	0.2977067565
528	0.2977005505
529	0.2970916737
530	0.2968502946
531	0.2963428964
532	0.2962542076
533	0.2960348407
534	0.295838953
535	0.2953842668
536	0.2950710261
537	0.2950559734
538	0.2948883971
539	0.2947221795
540	0.2946011559
541	0.2943549779
542	0.2943315029
543	0.2941146997
544	0.2938789868
545	0.2937261619
546	0.2935596181
547	0.2933864812
548	0.2931523132
549	0.2929729816
550	0.2926985228
551	0.2925294614
552	0.2922579584
553	0.2920155658
554	0.2918207784
555	0.2917441519
556	0.2916717096
557	0.2915252037
558	0.2913887857
559	0.2911908447
560	0.2910496391
561	0.2907645129
562	0.290453228
563	0.2901970207
564	0.2900109078
565	0.2899910878
566	0.2895137431
567	0.2892832756
568	0.2888423628
569	0.2880726812
570	0.2879705051
571	0.2878465943
572	0.2875701387
573	0.2872531819
574	0.2869734916
575	0.2867022702
576	0.286624614
577	0.2864394216
578	0.286324778
579	0.2862159518
580	0.2858407989
581	0.2855067377
582	0.2851106899
583	0.2848247977
584	0.2845909378
585	0.2842610777
586	0.2841196983
587	0.283906307
588	0.2836441178
589	0.2832736694
590	0.2831143015
591	0.2826856825
592	0.2821928601
593	0.2820648898
594	0.2818990782
595	0.2818509376
596	0.2815399391
597	0.2813287573
598	0.2811222102
599	0.2809366798
600	0.2806559951
601	0.2805460511
602	0.2803383766
603	0.2801627571
604	0.2796678704
605	0.2794386847
606	0.2792087186
607	0.2788081117
608	0.2786524181
609	0.278233003
610	0.2780291903
611	0.277928096
612	0.2776963855
613	0.2773631853
614	0.277252323
615	0.2769170573
616	0.2766712152
617	0.2765042182
618	0.27617952
619	0.2758106815
620	0.2757686432
621	0.2757017829
622	0.2756749654
623	0.2754376824
624	0.2751493405
625	0.2748557674
626	0.2743751767
627	0.2743290416
628	0.2741225912
629	0.2740617587
630	0.2738869392
631	0.2738406602
632	0.2735630452
633	0.2734926263
634	0.2733251273
635	0.2729904002
636	0.2724308528
637	0.2723610329
638	0.2723346122
639	0.2720846273
640	0.2718127321
641	0.2715289522
642	0.271297122
643	0.2709701087
644	0.2709073716
645	0.2707879643
646	0.2705150792
647	0.2701662329
648	0.2701550221
649	0.2697893602
650	0.2695847594
651	0.2694413436
652	0.2692541056
653	0.2690479784
654	0.2689059919
655	0.2687825114
656	0.2684801683
657	0.2681409843
658	0.2678596962
659	0.2676490502
660	0.2676450435
661	0.267320074
662	0.267243447
663	0.267055484
664	0.2668815118
665	0.2666979697
666	0.2666403932
667	0.2664779615
668	0.2663096129
669	0.2661497771
670	0.2660756383
671	0.2657894935
672	0.2657266246
673	0.2655170504
674	0.2650095686
675	0.2647750099
676	0.2645634102
677	0.2643109334
678	0.2640735016
679	0.2638624288
680	0.2635101043
681	0.263211672
682	0.2629350271
683	0.262708968
684	0.2625710373
685	0.262473948
686	0.2623975234
687	0.2621780428
688	0.2618833421
689	0.2617497994
690	0.2614726692
691	0.2611806124
692	0.2609132975
693	0.2606579368
694	0.2605365451
695	0.2604641552
696	0.2603008267
697	0.2601321913
698	0.2600987833
699	0.2597321482
700	0.2593639052
701	0.2588768785
702	0.258798292
703	0.2585605108
704	0.2582425821
705	0.2580924916
706	0.2578441019
707	0.2577021059
708	0.2574236196
709	0.2570965079
710	0.2566753041
711	0.2563052298
712	0.2562933092
713	0.2560573488
714	0.2560112465
715	0.2559386699
716	0.2558132818
717	0.2553375663
718	0.255125197
719	0.2549468849
720	0.2547644663
721	0.2545065577
722	0.2543846266
723	0.2540415965
724	0.253685861
725	0.2534034071
726	0.2532886576
727	0.2530637659
728	0.2529637957
729	0.2526605395
730	0.2523067134
731	0.252236426
732	0.2518800301
733	0.2516952705
734	0.2515875952
735	0.2511654949
736	0.2508286391
737	0.2505880264
738	0.2505010432
739	0.2501505897
740	0.2500463665
741	0.2500374213
742	0.2497282359
743	0.2494345475
744	0.2491619189
745	0.2487306617
746	0.2485939533
747	0.2484319764
748	0.248387523
749	0.2481875928
750	0.2481174529
751	0.24801898
752	0.2477591743
753	0.2473830151
754	0.2472105172
755	0.2470231068
756	0.2469027269
757	0.2466931772
758	0.2465349631
759	0.2465151949
760	0.2463357496
761	0.2462208776
762	0.2460250207
763	0.2458890642
764	0.2457141155
765	0.2456428836
766	0.2450914147
767	0.2449708711
768	0.2447810525
769	0.2441040373
770	0.243960786
771	0.2437079417
772	0.2434735809
773	0.2432022105
774	0.2430825067
775	0.2428699785
776	0.2424350186
777	0.2423456415
778	0.2423288969
779	0.242184164
780	0.2417206332
781	0.24154168
782	0.2415026833
783	0.2414625917
784	0.2410799427
785	0.240721131
786	0.2405725775
787	0.2405356035
788	0.2403423961
789	0.2401806913
790	0.2400241269
791	0.2397553119
792	0.2397345422
793	0.2395248075
794	0.2390189397
795	0.2388215983
796	0.2386449933
797	0.2384034966
798	0.2381687211
799	0.2381026663
800	0.237856271
801	0.2377021085
802	0.2375626356
803	0.2372755383
804	0.2371897308
805	0.2369888278
806	0.2368194358
807	0.2365860974
808	0.2364893962
809	0.2361851466
810	0.2361194782
811	0.2359083812
812	0.2357228583
813	0.2356363854
814	0.2352312365
815	0.2349681571
816	0.2348938481
817	0.234584329
818	0.2343312922
819	0.2341741118
820	0.2340068431
821	0.2339284277
822	0.2336062764
823	0.2334263119
824	0.2331582498
825	0.232841715
826	0.2325761407
827	0.2324269364
828	0.2323470377
829	0.2323467983
830	0.2322875271
831	0.2321349534
832	0.2321276188
833	0.2320569064
834	0.2319295975
835	0.2318181704
836	0.2315271486
837	0.2315090312
838	0.2314117376
839	0.2312613328
840	0.2309890971
841	0.2306079543
842	0.2303182118
843	0.2300347543
844	0.2298847373
845	0.2297423626
846	0.2295951245
847	0.2293705014
848	0.2292848047
849	0.2291767991
850	0.2289515762
851	0.2289463764
852	0.2288333118
853	0.2287202222
854	0.2286324089
855	0.228466941
856	0.228411085
857	0.228145322
858	0.2278774179
859	0.2278717996
860	0.2277902333
861	0.2275766534
862	0.2272749772
863	0.2271514064
864	0.2270109923
865	0.2269349985
866	0.2265563834
867	0.2263615626
868	0.2262030539
869	0.2260741398
870	0.2260261613
871	0.2259019864
872	0.2256622371
873	0.2256149569
874	0.2254180893
875	0.2253433316
876	0.2251805444
877	0.2249266472
878	0.2247246568
879	0.2246980254
880	0.2246587427
881	0.2245896921
882	0.2245682453
883	0.2244718374
884	0.2242134582
885	0.2240235719
886	0.2238533247
887	0.2237966579
888	0.2236269064
889	0.2235134624
890	0.2232234616
891	0.2230680755
892	0.2225855061
893	0.2224485657
894	0.2223373098
895	0.2220570156
896	0.2219261837
897	0.2217269433
898	0.2215787283
899	0.2210728565
900	0.2209311653
901	0.2208581385
902	0.2206912738
903	0.2205927742
904	0.2204781323
905	0.2201209965
906	0.2199740853
907	0.2196682594
908	0.2195805419
909	0.2194516182
910	0.2192070319
911	0.2191399177
912	0.2189965293
913	0.2188375313
914	0.2187355977
915	0.2185839163
916	0.2184444131
917	0.2184413349
918	0.218279611
919	0.218204588
920	0.2180913201
921	0.2179355926
922	0.2179004175
923	0.2176716928
924	0.2175428674
925	0.2174797657
926	0.2172776191
927	0.2171056704
928	0.2168871993
929	0.2167532133
930	0.2166463857
931	0.2165279542
932	0.2163931141
933	0.2162255363
934	0.2160190919
935	0.2159524213
936	0.2157460115
937	0.2156576597
938	0.2156372593
939	0.2154929776
940	0.2153230998
941	0.2151338839
942	0.2150551268
943	0.2149618299
944	0.2146310791
945	0.2145362355
946	0.2144356239
947	0.2142953532
948	0.2141488819
949	0.214081959
950	0.2140167365
951	0.21394119
952	0.2138269757
953	0.2134829731
954	0.2132542938
955	0.213078739
956	0.2128742238
957	0.212608907
958	0.2125686418
959	0.2125359267
960	0.2121792718
961	0.2121247038
962	0.2118288239
963	0.2116126361
964	0.2113924788
965	0.2113514257
966	0.2112907443
967	0.2112656234
968	0.2111718566
969	0.2109624884
970	0.2109099488
971	0.2107901947
972	0.2106936464
973	0.2106419268
974	0.2104519309
975	0.2102854001
976	0.2100609207
977	0.2099867157
978	0.209815883
979	0.2096612079
980	0.2094953469
981	0.2093608849
982	0.209233259
983	0.2091797218
984	0.20909038
985	0.2089472496
986	0.2086593851
987	0.20842797
988	0.2081939692
989	0.2080874641
990	0.2079799218
991	0.2077873753
992	0.2076899713
993	0.2076275209
994	0.2075634872
995	0.2075101308
996	0.2073039755
997	0.2070551254
998	0.2070340595
999	0.2067984714
